transaction_id,date,amount,currency,transaction_type,description
79911185,2023-01-20,1000.78,EUR,debit,Payment for monthly rent
98214586,2021-12-31,50.23,GBP,transfer,Transfer to parents' account for holiday gift
21240360,2023-02-14,150.0,CAD,debit,Grocery shopping for the week
21500410,2021-09-01,200.0,USD,debit,Payment for new laptop
91127868,2022-11-20,75.43,USD,debit,Gas station refill
92176006,2023-06-05,120.0,USD,transfer,Transfer to sister's account for birthday gift
62270675,2022-10-01,50.0,USD,debit,Coffee shop purchase
70506931,2023-03-20,80.0,USD,transfer,Transfer to friend's account for movie night
67779216,2022-05-15,25.56,USD,debit,Purchase of e-books for research
63562550,2023-01-20,1000.78,EUR,debit,Payment for monthly rent
56014045,2021-12-31,50.23,GBP,transfer,Transfer to parents' account for holiday gift
76042864,2023-02-14,150.0,CAD,debit,Grocery shopping for the week
30349233,2021-09-01,200.0,USD,debit,Payment for new laptop
51325288,2022-11-20,75.43,USD,debit,Gas station refill
60970878,2023-06-05,120.0,USD,transfer,Transfer to sister's account for birthday gift
45125185,2022-10-01,50.0,USD,debit,Coffee shop purchase
71227548,2023-03-20,80.0,USD,transfer,Transfer to friend's account for movie night
84735912,2022-05-15,25.56,USD,debit,Purchase of e-books for research
70855778,2023-01-20,1000.78,EUR,debit,Payment for monthly rent
56668964,2021-12-31,50.23,GBP,transfer,Transfer to parents' account for holiday gift
90450366,2023-02-14,150.0,CAD,debit,Grocery shopping for the week
11595602,2021-09-01,200.0,USD,debit,Payment for new laptop
94057292,2022-11-20,75.43,USD,debit,Gas station refill
13725954,2021-04-05,125.67,USD,debit,Grocery shopping at Whole Foods Market
10233643,2023-02-27,789.01,JPY,transfer,Transfer to cover rent payment for the upcoming month
21089448,2021-06-09,250.0,USD,debit,Gas station fill-up at Exxon Mobil
26981180,2023-01-23,678.9,CNY,transfer,Transfer to cover utility bills for the current month
66524028,2021-09-01,890.12,USD,credit,Direct deposit of monthly salary from employer
56183948,2022-11-18,1234.56,INR,debit,Online shopping for clothing from Myntra
54906731,2021-01-10,3456.78,USD,debit,Payment for a gym membership at Gold's Gym
56190992,2022-08-20,4567.89,CHF,transfer,Transfer to cover rent for the upcoming year
31476311,2023-06-25,5678.9,USD,credit,Direct deposit of monthly salary from employer
57197821,2021-12-12,6789.01,CAD,debit,Online shopping for books from Chapters-Indigo
47598495,2023-09-15,8901.23,USD,transfer,Transfer to cover car insurance premium for the upcoming year
70050986,2022-02-27,9012.34,USD,debit,Payment for a cell phone bill at AT&T
42855844,2021-08-05,1123.45,USD,debit,Grocery shopping at Walmart
71892096,2023-03-03,1345.67,USD,transfer,Transfer to cover student loan payment for the upcoming month
16701942,2022-07-01,1456.78,USD,debit,Payment for a rent at an apartment complex
85682416,2023-01-15,1567.89,USD,credit,Direct deposit of monthly salary from employer
30460097,2021-10-01,1678.9,USD,debit,Online shopping for electronics from Best Buy
97013245,2023-08-12,1890.12,USD,transfer,Transfer to cover electricity bills for the current month
55804918,2022-12-20,1901.23,USD,debit,Payment for a utility bill at Duke Energy
23056171,2021-03-05,2123.45,USD,debit,Grocery shopping at Safeway
73740334,2023-05-25,2345.67,USD,transfer,Transfer to cover car insurance premium for the upcoming year
47664116,2022-02-12,2456.78,USD,debit,Payment for a cell phone bill at Verizon
54425174,2021-11-15,2678.9,USD,debit,Grocery shopping at Kroger
46178336,2021-06-15,150.25,USD,credit,Deposited paycheck from job interview.
35651865,2022-02-27,350.0,EUR,debit,Paid rent for apartment in Berlin.
90002403,2023-01-10,500.5,USD,transfer,Sent money to sister for wedding expenses.
74163719,2021-11-18,200.0,CAD,credit,Received payment for freelance graphic design project.
76943523,2022-07-03,100.0,GBP,debit,Paid for groceries at local market in London.
77290674,2023-04-15,75.0,JPY,credit,Received payment for online tutoring session.
88594620,2021-08-25,400.0,USD,transfer,Sent money to friend for concert tickets.
50146166,2022-03-10,120.0,CHF,credit,Deposited salary from part-time job.
53706961,2023-02-05,50.0,HKD,debit,Withdrew cash for dinner in Hong Kong.
52316786,2021-12-20,100.0,AUD,transfer,Sent money to cousin for Christmas gift.
59159788,2022-09-01,300.0,USD,credit,Received payment for freelance writing project.
64980566,2023-05-15,250.0,USD,debit,Paid for car repair.
31956824,2021-07-03,150.0,USD,transfer,Sent money to friend for group dinner.
39753425,2022-11-18,600.0,USD,credit,Received paycheck from full-time job.
15614874,2023-06-05,100.0,USD,debit,Withdrew cash for vacation.
25431281,2021-12-20,50.0,USD,transfer,Sent money to sister for Christmas gift.
11166044,2022-04-15,200.0,USD,credit,Deposited freelance writing payment.
23856876,2023-07-03,75.0,USD,debit,Paid for gym membership.
97844757,2021-08-25,350.0,USD,transfer,Sent money to friend for concert tickets.
10973431,2022-03-10,120.0,USD,credit,Received salary from part-time job.
78832631,2023-01-10,500.5,USD,debit,Paid for rent.
36213598,2021-11-18,200.0,CAD,credit,Received payment for freelance graphic design project.
53849261,2022-07-03,100.0,GBP,debit,Paid for groceries at local market in London.
79752726,2023-04-15,75.0,JPY,credit,Received payment for online tutoring session.
15123269,2021-08-25,400.0,USD,transfer,Sent money to friend for concert tickets.
32859510,2022-03-10,120.0,CHF,credit,Deposited salary from part-time job.
85497097,2023-02-05,50.0,HKD,debit,Withdrew cash for dinner in Hong Kong.
15739825,2021-12-20,100.0,AUD,transfer,Sent money to cousin for Christmas gift.
56114397,2022-04-15,54.23,USD,debit,Purchased groceries at the local supermarket.
64000440,2023-01-20,120.75,EUR,credit,Received a transfer from a European client.
78994725,2021-06-01,25.49,GBP,debit,Bought tickets for a London theatre show.
46933991,2022-09-03,87.98,USD,transfer,Transferred funds to a friend's account.
69369352,2023-02-14,100.5,CAD,credit,Received a payment from a Canadian client.
52465204,2022-07-28,60.34,USD,debit,Filled up the car with gas.
48879177,2023-05-10,150.0,USD,credit,Received a refund from a store.
27266006,2021-12-22,75.0,EUR,transfer,Transferred funds to a family member's account.
78574942,2023-08-05,45.99,GBP,debit,Bought a book at a local store.
23884717,2022-01-08,125.0,USD,credit,Received a payment from a client in the US.
36956235,2023-06-12,90.0,CAD,transfer,Transferred funds to a friend's account in Canada.
35087019,2021-10-17,30.0,USD,debit,Bought a coffee at a local café.
42986386,2023-03-25,180.0,USD,credit,Received a refund from a store.
55072907,2022-06-01,50.0,EUR,transfer,Transferred funds to a family member's account.
81268171,2023-09-10,20.0,GBP,debit,Bought a magazine at a newsstand.
80027416,2022-05-15,100.0,USD,credit,Received a payment from a client in the US.
16842171,2023-07-20,75.0,CAD,transfer,Transferred funds to a friend's account in Canada.
41821097,2022-02-02,15.0,USD,debit,Bought a sandwich at a deli.
46358034,2023-07-03,220.0,USD,credit,Received a refund from a store.
97405235,2022-11-10,35.0,EUR,transfer,Transferred funds to a family member's account.
65835356,2023-11-15,10.0,GBP,debit,Bought a newspaper at a newsstand.
92153308,2022-08-01,50.0,USD,credit,Received a payment from a client in the US.
75334385,2023-04-05,60.0,CAD,transfer,Transferred funds to a friend's account in Canada.
37730553,2022-08-25,25.0,USD,debit,Bought a soda at a vending machine.
25714568,2023-06-08,150.0,USD,credit,Received a refund from a store.
55273198,2022-03-03,20.0,EUR,transfer,Transferred funds to a family member's account.
39632095,2023-12-12,5.0,GBP,debit,Bought a candy bar at a store.
54094595,2022-12-18,75.0,USD,credit,Received a payment from a client in the US.
10557307,2022-05-15,56.25,USD,debit,Groceries from local market
54786038,2021-11-12,100.0,GBP,transfer,Rent payment to landlord
33754963,2023-06-04,78.9,CNY,debit,Local transportation expenses
21492952,2021-07-09,112.34,USD,transfer,Money transfer to friend
65222004,2023-03-25,90.5,INR,debit,Mobile phone bill payment
87491502,2021-12-27,45.3,CAD,transfer,Holiday gift to family member
55222936,2023-04-11,34.56,CHF,debit,Train ticket purchase
15232304,2021-06-06,120.75,AUD,transfer,Monthly rent payment
64081614,2023-01-15,65.43,SEK,debit,Local grocery shopping
73286481,2021-11-18,100.0,GBP,transfer,Utility bill payment
69549656,2023-07-01,50.0,USD,debit,Coffee shop purchase
29677403,2021-09-29,75.0,USD,transfer,Monthly rent payment
11693529,2022-10-12,125.0,USD,debit,Local transportation expenses
38584661,2022-01-25,100.0,USD,transfer,Holiday gift to family member
76235427,2021-08-04,250.0,USD,debit,Travel expenses
92905867,2022-11-08,50.0,USD,transfer,Monthly rent payment
42259183,2021-04-16,100.0,USD,debit,Local grocery shopping
90180201,2022-07-20,150.0,USD,transfer,Utility bill payment
13057668,2021-12-27,200.0,USD,debit,Coffee shop purchase
11321715,2022-06-15,150.99,USD,debit,Purchase of a smartphone from Best Buy.
19261714,2023-01-02,1000.5,EUR,transfer,Transfer to a friend's account for a shared living expense.
85068761,2021-10-28,200.0,GBP,debit,Withdrawal of cash from an ATM for groceries.
57824293,2023-04-16,500.0,JPY,transfer,Transfer to a family member's account for a birthday gift.
86145564,2021-07-25,120.0,CAD,debit,Withdrawal of cash from an ATM for a night out.
75931565,2022-09-09,400.0,USD,debit,Payment for a car repair service.
37746385,2023-02-14,250.0,EUR,transfer,Transfer to a partner's account for a shared rent expense.
26649401,2021-11-11,150.0,GBP,debit,Withdrawal of cash from an ATM for a holiday trip.
20682684,2022-03-27,600.0,USD,debit,Payment for a gym membership.
19989305,2023-05-05,300.0,EUR,transfer,Transfer to a friend's account for a group dinner.
25522301,2022-07-01,200.0,USD,debit,Purchase of a book from Barnes & Noble.
16710715,2023-02-18,750.0,USD,debit,Payment for a credit card bill.
34201386,2021-12-22,450.0,EUR,transfer,Transfer to a charity organization for a donation.
55477135,2022-04-05,100.0,GBP,debit,Withdrawal of cash from an ATM for a night out.
65426653,2023-06-10,550.0,USD,debit,Payment for a flight ticket from Expedia.
47157507,2022-01-20,300.0,EUR,transfer,Transfer to a sibling's account for a shared living expense.
96359395,2021-08-28,220.0,GBP,debit,Withdrawal of cash from an ATM for a weekend getaway.
47163135,2022-10-03,800.0,USD,debit,Payment for a home appliance from Best Buy.
34414923,2023-07-25,400.0,EUR,transfer,Transfer to a friend's account for a shared living expense.
89898796,2022-11-17,180.0,USD,debit,Purchase of a smartphone accessory from Apple Store.
56706524,2023-03-22,600.0,USD,debit,Payment for a rent deposit.
25052043,2021-12-30,350.0,JPY,transfer,Transfer to a family member's account for a holiday gift.
18039824,2022-08-05,150.0,CAD,debit,Withdrawal of cash from an ATM for a shopping spree.
84871929,2023-09-15,450.0,USD,debit,Payment for a car insurance premium.
59741397,2022-05-08,280.0,EUR,transfer,Transfer to a friend's account for a group dinner.
37004772,2021-02-27,120.0,GBP,debit,Withdrawal of cash from an ATM for a movie night.
23003257,2023-02-14,500.0,EUR,debit,Groceries at local supermarket.
82170770,2021-11-28,1000.0,USD,transfer,Transfer to savings account.
86412094,2023-06-22,750.0,CAD,debit,Gasoline purchase.
18902411,2021-12-31,800.0,USD,transfer,Transfer to checking account.
76885165,2023-01-15,450.0,EUR,debit,Restaurant meal.
34557227,2021-09-25,150.0,USD,transfer,Transfer to investment account.
39182315,2023-04-20,600.0,CAD,debit,Home appliance purchase.
40552210,2021-02-01,900.0,USD,transfer,Transfer to emergency fund.
48193037,2023-05-25,550.0,EUR,debit,Groceries at local supermarket.
11734931,2021-10-18,1200.0,USD,transfer,Transfer to checking account.
49724000,2023-03-20,400.0,EUR,debit,Restaurant meal.
43679441,2021-06-03,700.0,USD,transfer,Transfer to savings account.
85815495,2023-07-01,800.0,CAD,debit,Home appliance purchase.
55091660,2021-08-22,1100.0,USD,transfer,Transfer to emergency fund.
64486531,2023-01-10,500.0,EUR,debit,Groceries at local supermarket.
88534958,2021-12-15,1500.0,USD,transfer,Transfer to investment account.
42109763,2023-02-01,400.0,EUR,debit,Restaurant meal.
76325285,2021-07-08,800.0,USD,transfer,Transfer to checking account.
45262756,2023-06-05,600.0,CAD,debit,Home appliance purchase.
13576928,2021-03-12,900.0,USD,transfer,Transfer to emergency fund.
60074860,2022-10-20,789.0,EUR,transfer,Transfer to a friend's account in Germany.
13077614,2023-02-01,456.78,GBP,debit,Withdrawal of cash at an ATM in London.
29150690,2021-12-31,350.0,USD,credit,Direct deposit of salary.
54264772,2022-05-12,678.9,CAD,transfer,Transfer to a relative's account in Canada.
80496133,2023-08-05,250.0,USD,debit,Payment for groceries at a local supermarket.
13613258,2021-07-07,100.0,EUR,debit,Payment for a subscription service.
16101030,2022-11-15,400.0,GBP,transfer,Transfer to a business partner's account in the UK.
85647912,2023-03-20,300.0,USD,debit,Payment for a gym membership.
25278757,2021-09-01,500.0,CAD,debit,Payment for a flight ticket.
49466393,2022-02-14,200.0,EUR,transfer,Transfer to a family member's account in Spain.
35432801,2023-07-03,150.0,USD,debit,Payment for a parking meter.
54874598,2021-11-22,800.0,GBP,debit,Payment for a car insurance policy.
79623029,2022-06-05,700.0,CAD,transfer,Transfer to a friend's account in Canada.
31730368,2023-01-10,900.0,USD,debit,Payment for rent.
96936026,2021-03-17,600.0,EUR,debit,Payment for a vacation package.
85598340,2022-10-01,500.0,GBP,transfer,Transfer to a business partner's account in the UK.
88715842,2023-04-15,400.0,USD,debit,Payment for a utility bill.
11422722,2021-01-20,1000.0,CAD,debit,Payment for a mortgage.
22786467,2022-08-07,300.0,EUR,transfer,Transfer to a friend's account in Germany.
72588750,2023-09-25,250.0,USD,debit,Payment for a restaurant bill.
24936748,2021-06-03,750.0,GBP,debit,Payment for a home improvement project.
78145542,2022-12-12,800.0,CAD,transfer,Transfer to a friend's account in Canada.
92362408,2023-02-05,1000.0,USD,debit,Payment for a medical bill.
68084112,2021-10-01,650.0,EUR,debit,Payment for a phone bill.
37035771,2022-03-20,450.0,GBP,transfer,Transfer to a business partner's account in the UK.
30556443,2023-05-15,550.0,USD,debit,Payment for a car repair.
38155308,2022-06-28,1100.0,USD,debit,Payment for a laptop purchase.
24451716,2022-05-03,56.78,USD,debit,Payment for online course registration
73286644,2023-02-14,123.45,EUR,debit,Groceries purchased at local market
65261435,2021-07-27,250.0,USD,transfer,Transfer of funds to savings account
85600829,2023-01-09,180.99,GBP,debit,Rent payment for apartment
35856405,2021-12-12,345.67,USD,debit,Withdrawal for holiday shopping
26567708,2022-06-05,78.99,CAD,transfer,Transfer to friend's account for loan repayment
18924615,2022-10-11,200.0,USD,credit,Deposit of tax refund check
57904139,2023-03-22,150.0,USD,debit,Withdrawal for utility bill payment
82515816,2021-09-01,678.99,USD,transfer,Transfer to investment account for stocks purchase
34628008,2022-04-15,100.0,USD,debit,Payment for gym membership renewal
24965097,2023-07-07,250.0,USD,debit,Withdrawal for car repair
27677116,2022-02-20,120.0,USD,transfer,Transfer to sister's account for birthday gift
14754761,2021-11-25,89.99,USD,debit,Payment for online course subscription
41337510,2023-01-01,100.0,USD,debit,Withdrawal for groceries
89870216,2022-06-10,50.0,USD,transfer,Transfer to friend's account for loan repayment
22250988,2021-08-15,300.0,USD,credit,Deposit of freelance payment
55966259,2023-04-01,150.0,USD,debit,Withdrawal for insurance premium
28390882,2022-12-28,200.0,USD,transfer,Transfer to savings account for emergency fund
93645302,2021-02-03,75.0,USD,debit,Payment for streaming service subscription
84076683,2023-06-12,100.0,USD,debit,Withdrawal for gasoline
40561229,2022-09-18,45.0,USD,transfer,Transfer to friend's account for loan repayment
76488199,2023-07-23,250.0,USD,credit,Deposit of tax refund check
12795974,2022-03-05,100.0,USD,debit,Withdrawal for rent payment
15723077,2021-07-07,50.0,USD,transfer,Transfer to savings account for vacation fund
10402466,2023-01-15,75.0,USD,debit,Payment for gym membership renewal
38581983,2022-10-20,200.0,USD,debit,Withdrawal for car repair
61678987,2021-12-28,100.0,USD,transfer,Transfer to friend's account for loan repayment
20214175,2023-04-01,150.0,USD,credit,Deposit of freelance payment
71898600,2022-06-10,50.0,USD,debit,Withdrawal for insurance premium
87406583,2021-08-15,300.0,USD,transfer,Transfer to savings account for emergency fund
95292105,2023-06-12,100.0,USD,debit,Payment for streaming service subscription
94627768,2022-09-18,45.0,USD,debit,Withdrawal for gasoline
81211502,2022-03-05,100.0,USD,transfer,Transfer to friend's account for loan repayment
17261649,2021-07-07,50.0,USD,credit,Deposit of tax refund check
25709156,2022-03-15,150.23,USD,credit,Deposit from client project payment
74194856,2021-11-28,300.0,EUR,transfer,Transfer to savings account
13028822,2023-06-01,250.0,USD,debit,Groceries purchase at Whole Foods
29656095,2022-07-12,400.0,GBP,credit,Bonus payment from employer
56690614,2023-01-10,100.0,USD,transfer,Transfer to emergency fund
28291527,2021-09-27,500.0,JPY,debit,Travel expenses in Japan
20178120,2022-02-24,75.0,USD,credit,Refund from returned item
98242252,2023-04-05,600.0,CAD,transfer,Transfer to joint account
29818082,2021-12-18,200.0,USD,debit,Holiday shopping expenses
18485707,2022-10-03,800.0,AUD,credit,Sales commission payment
15358806,2022-06-15,50.99,USD,debit,Groceries purchase at local store
52513831,2023-01-01,1000.0,EUR,transfer,Monthly rent payment to landlord
77413243,2021-12-31,25.55,GBP,credit,Salary deposit from employer
44402755,2022-02-14,30.0,CAD,debit,Fuel purchase for personal vehicle
72381963,2023-07-01,75.0,USD,transfer,Monthly utility bill payment to provider
39351735,2021-08-05,150.0,INR,credit,Bonus payment from employer for excellent performance
71174995,2022-11-28,45.0,JPY,debit,Dinner at local restaurant with friends
13594830,2023-04-10,200.0,USD,transfer,Payment for home renovation project
76191100,2022-06-15,50.99,USD,debit,Groceries purchase at local store
27450217,2023-01-01,1000.0,EUR,transfer,Monthly rent payment to landlord
54972482,2021-12-31,25.55,GBP,credit,Salary deposit from employer
14661229,2022-02-14,30.0,CAD,debit,Fuel purchase for personal vehicle
50216799,2023-07-01,75.0,USD,transfer,Monthly utility bill payment to provider
56475323,2021-08-05,150.0,INR,credit,Bonus payment from employer for excellent performance
32456969,2022-11-28,45.0,JPY,debit,Dinner at local restaurant with friends
86100827,2023-04-10,200.0,USD,transfer,Payment for home renovation project
14557797,2023-02-15,150.0,EUR,transfer,Payment for monthly gym membership
52533040,2022-06-15,50.99,USD,debit,Groceries purchase at local store
69099885,2023-03-01,120.0,GBP,credit,Salary deposit from employer
19378501,2021-11-20,40.0,CAD,debit,Movie ticket purchase for personal enjoyment
74144137,2023-08-15,100.0,INR,transfer,Payment for monthly mobile phone bill
38503550,2023-05-10,250.0,USD,transfer,Payment for car insurance premium
21163008,2022-04-15,75.0,USD,debit,Groceries purchase at local store
86405552,2023-01-05,110.0,EUR,transfer,Payment for monthly health insurance premium
15418668,2023-01-03,1000.0,EUR,transfer,Transfer of funds to a family member's account in Germany.
90645652,2021-12-25,15.99,USD,debit,Purchase of holiday gifts from an online store.
86872257,2022-07-10,200.0,GBP,debit,Payment for a round of golf at a local course.
83130144,2023-02-14,50.0,USD,debit,Withdrawal of cash for groceries at a supermarket.
48104421,2021-09-01,75.0,CAD,transfer,Transfer of funds to a friend's account in Canada.
10806332,2022-11-22,300.0,USD,credit,Deposit of a bonus from work.
19657176,2023-04-05,120.0,AUD,debit,Withdrawal of cash for a night out in Sydney.
27711554,2022-06-17,45.0,USD,debit,Payment for a gym membership.
25794116,2023-03-02,250.0,EUR,transfer,Transfer of funds to a charity organization in Spain.
23474515,2021-10-28,10.99,USD,debit,Purchase of a book from an online store.
89706620,2022-08-15,150.0,GBP,debit,Payment for a hotel reservation in London.
92941066,2023-01-09,60.0,USD,debit,Withdrawal of cash for a weekend getaway.
50673623,2021-12-30,350.0,AUD,transfer,Transfer of funds to a relative's account in Australia.
67511844,2022-02-14,70.0,USD,debit,Payment for a dental appointment.
30995594,2023-06-01,180.0,EUR,transfer,Transfer of funds to a business partner in Italy.
54974657,2021-07-22,22.99,USD,debit,Purchase of a coffee from a local cafe.
99303962,2022-11-01,120.0,GBP,debit,Payment for a flight ticket to London.
25208354,2023-04-15,100.0,USD,debit,Withdrawal of cash for a night out.
77029311,2021-12-01,400.0,CAD,transfer,Transfer of funds to a friend's account in Canada.
75803713,2022-09-10,55.0,USD,debit,Payment for a gym membership renewal.
17768111,2023-02-25,300.0,EUR,transfer,Transfer of funds to a charity organization in France.
19034833,2021-04-05,15.99,USD,debit,Purchase of a book from an online store.
25170851,2022-07-15,200.0,GBP,debit,Payment for a hotel reservation in London.
24620508,2023-08-01,70.0,USD,debit,Withdrawal of cash for groceries.
63287197,2021-10-28,10.99,USD,debit,Payment for a gym membership.
35133796,2022-12-31,250.0,EUR,transfer,Transfer of funds to a relative's account in Spain.
71004458,2023-03-15,120.0,USD,debit,Withdrawal of cash for a night out.
76078917,2022-03-15,150.5,USD,debit,Purchased groceries from local store.
88622308,2023-01-02,75.23,EUR,credit,Received salary payment from employer.
49652532,2022-07-10,100.0,USD,transfer,Transferred funds to savings account.
60253406,2023-09-28,250.0,CAD,debit,Withdrew cash from ATM for travel expenses.
90448812,2022-12-12,50.0,GBP,credit,Received holiday bonus from employer.
29244918,2023-01-02,75.23,EUR,credit,Received salary payment from employer.
54802274,2022-06-25,120.0,USD,transfer,Transferred funds to investment account.
17729320,2023-02-08,300.0,AUD,debit,Withdrew cash from ATM for vacation expenses.
52130463,2022-10-17,100.0,GBP,credit,Received gift from friend.
62701808,2023-04-15,200.0,CAD,transfer,Transferred funds to emergency account.
35018307,2021-06-15,125.78,USD,credit,Deposited paycheck from work
42335804,2022-12-28,350.99,EUR,transfer,Sent money to family in Italy for holiday gifts
61987446,2023-03-01,275.5,USD,debit,Paid rent for the month of March
32512272,2022-01-10,50.0,GBP,credit,Received refund from a travel company due to flight cancellation
97164984,2021-09-12,150.0,USD,debit,Bought groceries for the week at the local supermarket
60683626,2023-07-05,100.0,CAD,transfer,Sent money to friend in Canada for a joint birthday gift
34639235,2022-04-15,200.0,USD,credit,Received tax refund from the government
55989051,2021-11-20,75.0,JPY,debit,Paid for a meal at a sushi restaurant in Tokyo
46321651,2023-02-03,120.0,USD,transfer,Sent money to a friend in another state for a shared expense
83948962,2022-08-18,450.0,USD,credit,Deposited bonus from work into checking account
61131207,2021-02-25,175.0,USD,debit,Paid for a new laptop computer
33325496,2023-01-10,80.0,USD,transfer,Sent money to a sibling for a shared expense
88978443,2022-07-01,300.0,USD,credit,Deposited paycheck from freelance work
91304336,2021-05-15,225.0,USD,debit,Paid for a new phone contract
17839240,2023-06-01,55.0,USD,transfer,Sent money to a friend for a shared expense
24732378,2022-10-10,180.0,USD,credit,Received a refund from a store due to a return
82219389,2021-09-01,60.0,USD,debit,Bought tickets for a concert
11070102,2023-08-20,90.0,USD,transfer,Sent money to a friend in another country for a shared expense
55878439,2022-11-25,350.0,USD,credit,Deposited a holiday bonus from work into savings account
21724243,2021-03-12,110.0,USD,debit,Paid for a gym membership
52871607,2023-04-01,150.0,USD,transfer,Sent money to a friend for a shared expense
67975260,2022-02-14,400.0,USD,credit,Deposited a tax refund into checking account
33237585,2021-07-22,75.0,USD,debit,Bought groceries for the week at the local supermarket
95660027,2023-05-05,100.0,CAD,transfer,Sent money to a friend in Canada for a shared expense
70456825,2022-12-28,250.0,USD,credit,Received a gift from a friend for the holiday
28657386,2021-10-15,300.0,USD,debit,Paid for a new car insurance policy
47259637,2023-03-03,60.0,USD,transfer,Sent money to a friend for a shared expense
23578648,2022-06-10,500.0,USD,credit,Deposited a bonus from work into savings account
13904368,2023-01-15,5000.0,EUR,debit,Purchase of a car from a dealership in Germany
91990319,2021-07-22,234.56,GBP,debit,Grocery shopping at a local supermarket in London
20284716,2023-03-09,1000.0,USD,transfer,Transfer to a savings account for future home purchase
87040388,2021-12-12,50.0,JPY,debit,Dinner at a sushi restaurant in Tokyo
73080212,2023-02-27,789.0,AUD,debit,Payment for a tour package in Sydney
90682739,2023-06-05,600.0,USD,transfer,Transfer to a checking account for monthly bills payment
28025241,2022-08-15,300.0,USD,transfer,Transfer to a savings account for future education expenses
34656757,2021-06-28,200.0,USD,transfer,Transfer to a checking account for monthly bills payment
68002698,2023-05-15,400.0,USD,transfer,Transfer to a savings account for future home purchase
64933989,2023-03-08,900.0,USD,transfer,Transfer to a checking account for monthly bills payment
57428970,2023-06-27,750.0,USD,transfer,Transfer to a savings account for future education expenses
79510309,2023-02-22,350.0,USD,transfer,Transfer to a savings account for future home purchase
78044297,2021-12-29,400.0,USD,transfer,Transfer to a checking account for monthly bills payment
84586730,2022-01-15,550.0,USD,transfer,Transfer to a savings account for future home purchase
84571020,2022-03-15,125.67,USD,debit,Groceries purchase at Whole Foods Market
38162947,2023-01-01,2000.0,EUR,debit,"Rent payment for apartment in Paris, France"
49395937,2022-05-20,500.0,CAD,transfer,"Transfer to sister's account in Vancouver, Canada"
25671133,2023-07-12,1500.0,GBP,credit,"Deposit from freelance work in London, United Kingdom"
36497859,2022-09-01,75.0,USD,debit,Fuel purchase at local gas station
40976122,2023-12-25,1000.0,JPY,debit,"Purchase of electronics from online store in Tokyo, Japan"
54135740,2022-11-15,120.0,USD,transfer,"Transfer to friend's account in New York, USA"
86973742,2023-02-05,800.0,AUD,credit,"Deposit from part-time job in Sydney, Australia"
42549259,2022-07-01,110.0,USD,debit,Dinner at local Italian restaurant
64655300,2023-04-10,3000.0,CHF,debit,"Payment for study abroad program in Zurich, Switzerland"
96497814,2023-08-20,1000.0,INR,debit,"Payment for online course in Mumbai, India"
36659807,2022-02-05,45.0,USD,debit,Gym membership renewal
91771225,2023-09-12,600.0,CAD,credit,"Deposit from freelance work in Toronto, Canada"
52734919,2022-06-15,90.0,USD,debit,Dinner at local Thai restaurant
40019464,2023-11-25,1500.0,EUR,debit,"Payment for study abroad program in Barcelona, Spain"
87785043,2022-08-01,100.0,USD,transfer,"Transfer to mother's account in Chicago, USA"
42131142,2023-01-15,700.0,GBP,credit,"Deposit from part-time job in London, United Kingdom"
19602711,2022-12-20,130.0,USD,debit,Christmas gifts purchase
32938810,2023-05-05,2200.0,CHF,debit,"Payment for study abroad program in Geneva, Switzerland"
50378632,2022-04-10,55.0,USD,debit,Haircut appointment
99496205,2023-10-20,1200.0,INR,debit,"Payment for online course in Delhi, India"
44749586,2022-09-01,70.0,USD,debit,Dinner at local Mexican restaurant
83627563,2023-07-15,1100.0,CAD,credit,"Deposit from freelance work in Vancouver, Canada"
41653478,2022-11-15,65.0,USD,debit,Lunch at local deli
19364238,2023-03-20,1800.0,EUR,debit,"Payment for study abroad program in Rome, Italy"
92309757,2022-10-01,115.0,USD,transfer,"Transfer to father's account in New York, USA"
33223254,2023-02-15,800.0,GBP,credit,"Deposit from part-time job in Manchester, United Kingdom"
97775899,2022-06-01,1200.0,EUR,debit,"Purchase of a return flight ticket to Paris, France."
11482433,2023-02-12,250.0,USD,transfer,Transfer of funds to a friend's account for a shared living expense.
85074900,2021-11-28,150.0,GBP,debit,"Withdrawal of cash for a night out with friends in London, UK."
85733005,2022-07-05,800.0,USD,credit,Deposit of a bonus from work.
48648771,2023-03-20,1000.0,JPY,transfer,Transfer of funds to a relative's account for a gift.
94605133,2021-06-15,54.32,USD,debit,Purchased groceries at local supermarket.
10611255,2022-12-28,1200.75,EUR,credit,Deposited salary from work.
32393753,2023-01-09,100.0,GBP,transfer,Transferred funds to sister's account for birthday gift.
56102925,2021-07-22,250.0,USD,credit,Received tax refund.
35247728,2023-03-14,300.0,CAD,debit,Withdrew cash for ski trip.
11973023,2022-11-11,800.0,JPY,credit,Deposited bonus from work.
69986252,2021-06-15,50.25,USD,credit,Deposit of salary payment
32741463,2022-02-28,125.78,EUR,debit,Withdrawal of cash for grocery shopping
84411676,2023-10-10,300.0,GBP,transfer,Transfer of funds to a friend's account for a birthday gift
59571213,2023-02-28,5000.0,EUR,transfer,Transfer to a family member's account in Germany.
25580087,2021-11-12,200.0,USD,debit,Gas station refill.
16094408,2022-07-03,1500.0,USD,debit,Payment for rent.
74086356,2023-03-17,75.99,USD,debit,Purchase of groceries from local store.
23189310,2021-08-25,1000.0,GBP,transfer,Transfer to a friend's account in the UK.
19926201,2023-01-05,250.0,USD,debit,Payment for gym membership.
